,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,ytest,ypred
0,-0.36521767217790213,-0.5322778039131009,-0.6995193226028541,0.11198253924037221,-1.3301131404288584,-1.592943895978018,-0.3725487510443945,-0.35291836922061287,0.4373961396151416,1.0644259803028668,1.5979390565007312,1.498161696351124,-0.37057315686826864,1.1536917725207732,1.5419297769491138,0.9892645488026155,5,5
1,0.5183202903499,1.0895489745318838,0.586132221202443,0.7915124136144126,-0.10614284008550051,0.16969809729812732,0.5509470630176347,0.7049433405071294,0.36569547162106625,-3.1276367206384164,-2.5167226835859,-0.06408966482471007,-1.0077784188599797,-0.6253511554604874,-0.10222622812499241,-1.9952351266958677,0,0
2,-0.5181009779526489,-0.6839938917311945,-0.8368615754781923,-0.1759098249388599,-1.2366645992619423,-1.391983212706319,-0.5218073849435674,-0.5664524136666391,-0.10375871721040167,0.6485683590476433,1.2404291647736383,1.358953845062439,-0.0009747779315370948,1.263821291162437,1.3878027079784736,0.7263062777328136,5,5
3,-0.6788279509877551,-0.965543670081038,-1.1391571413497634,-0.27871402657944444,-1.6638861908090679,-2.4828128906398006,-0.684870091419824,-0.8050758649376019,0.4124874940095903,1.2545235051647012,1.9725823719860645,1.9977029624815728,0.13344349211418083,2.168057794842346,2.1072831441796462,1.0081487414133683,5,5
4,-0.7885710868305243,-0.9693470724671266,-0.9619189882409916,-0.9176628372362655,-0.4329753942261461,-0.16513747090960937,-0.7875105921389672,-0.9779082703770196,0.7248024636932947,-0.04358143820615217,0.3942777883595039,0.3447759158572888,1.2234967761841564,0.8589697338718467,0.3099332619134109,0.10486554945991705,3,3
5,-0.4965138415360942,-0.6874379542599476,-0.8871694163485121,-0.029367936797426608,-1.493561525252309,-1.9901431252005009,-0.5033347817382242,-0.5355623120912327,0.7973562308474463,1.1377400903959198,1.5402637781117807,1.7331749505521454,-0.19595831145634882,1.5602618745925931,1.8055132541420236,0.8967474872354991,5,5
6,1.2462467150123957,1.4003686176247323,1.5421628795150122,1.1717955871213768,0.773085525743091,0.8160230843659284,1.237959969499989,1.4310340128577193,0.9379587439499754,0.3082949182499553,-0.5016388667534398,-0.8607898612510378,-1.3433692893169549,-1.254734616258048,-0.8683950736128757,-1.3443506867529793,2,2
7,-0.3638535561326222,-0.44482754954142256,-0.8064355582061441,0.2879174488194013,-1.6897419481937315,-2.5663533694064427,-0.367040556634074,-0.35106537387424386,0.2822231190617107,0.44980512650067944,0.8200640063094727,2.0329499701540494,-0.56737768213993,1.6158645182907532,2.1478989326488436,0.8374510216658994,5,5
8,5.132067681596768,4.106571083476297,3.827885145697144,4.434847285692985,0.12282962436455597,0.3684874924179316,5.114586891622027,4.326216655051948,0.5123103026136725,0.14184526506338163,-0.4007223351331043,-0.23424945227462293,-2.995791635118125,-1.625344504435917,-0.26996648811835905,0.06276649261456696,1,1
9,-0.877886584895227,-1.1503516920338013,-1.1045432310531331,-1.0601879415430595,-0.5053233727327554,-0.24901106422508862,-0.8772874437169351,-1.1255590661193908,1.0544721358968097,0.1045799753587483,0.8832666486927384,0.43808509426084363,1.502159933861807,1.1170820695346981,0.4057967937804277,0.5190975310173626,3,3
10,-0.6707455634194716,-0.8750880278116405,-0.8542786314051692,-0.6642470843105271,-0.6117197464254494,-0.3798651134730614,-0.6728796926119922,-0.7926860370355091,0.9297243017921406,0.5071216672756083,1.1325174873415316,0.5670023817485,0.7395402928570016,0.8405373341333272,0.5393453066353325,0.7460566504737349,3,3
11,-0.17611708540097368,-0.10682874633006989,0.030965997856971426,-0.2797531086721315,0.48020407056693043,0.6328418221936484,-0.18221376492679486,-0.10388906819142432,0.07452071228862737,0.7215350597522554,-0.08119413532383976,-0.5660470727509493,0.15744086533897916,-0.49052426865420073,-0.5906391004772819,0.14518689869809437,6,6
12,-0.3955010483831163,-0.45584574958259505,-0.437233771582028,-0.333051845251878,-0.299930736775743,-0.020666030215344362,-0.39871267449341696,-0.39428261972909806,-0.6335082979435588,0.4746574508610596,0.5754060869663,0.20816195368911758,0.2268575317394699,0.20006724557717073,0.1707878712865861,0.41158103288605885,3,6
13,0.021679741164614293,0.21913450503622361,0.522998254909911,-0.27518014809673463,1.3728468813300492,1.120392573773262,0.020884110678132804,0.14159820173632046,-1.7517528324383385,-0.026430272302379165,-0.748627202033871,-1.3530532097768646,0.20803766182606595,-1.0263846567185606,-1.317383995095467,-2.0140959585521583,4,4
14,-0.9514806455380784,-1.2590216649938788,-1.3159905800235216,-1.040429237125624,-1.0115426449437463,-0.9696606616049609,-0.9516816548075444,-1.2526329390689632,-0.7191867819627106,0.35432805700409126,0.8161082755894041,1.0212650731682316,1.4916400273047863,1.8528508366624736,1.020118439667248,-0.45936400411732037,3,3
